source,price,title,details,location,url,beds,sqft
craigslist,2890.0,Studio in Beautiful Historic SOHO,"$2,890

                        SoHo",SoHo,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-in-beautiful-historic/7908530565.html,,
craigslist,2100.0,"15 min to NYC -West New York, New Jersey 1Bdrm Condo","$2,100

                        West New York",West New York,https://newyork.craigslist.org/mnh/apa/d/west-new-york-15-min-to-nyc-west-new/7908524171.html,,
craigslist,1350.0,"$1,350 Room for Rent – Strivers Row / Harlem – $1,350 – All Utilities","$1,350

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-1350-room-for-rent-strivers/7908520793.html,,
craigslist,5500.0,Condo for rent,"$5,500

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-condo-for-rent/7908516825.html,,
craigslist,3850.0,NO FEE-U WILL❤️THIS APT-CHARMING STUDIO-VIRTU DM/ELEV/LNDRY-SS-DW-VIEW,"$3,850

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-charming/7908495614.html,,
craigslist,3761.0,Gorgeous 1 bed in Hell's Kitchen!,"$3,761

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-in-hells-kitchen/7908485631.html,,
craigslist,3495.0,Sun-Soaked 2 Bedroom Apartment in a Full-Amenity Harlem Building ✨,"$3,495

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-sun-soaked-bedroom-apartment/7908474566.html,,
craigslist,2900.0,Fidi Steal - Will not last! View Today!!,"$2,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-fidi-steal-will-not-last-view/7908462309.html,,
craigslist,4000.0,Welcome to 205 Cabrini Blvd Newest luxury building in Manhattan,"$4,000

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-welcome-to-205-cabrini-blvd/7908457254.html,,
craigslist,2700.0,This will be gone as quick as summer will arrive! VIEW TODAY!,"$2,700

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-this-will-be-gone-as-quick-as/7908451452.html,,
craigslist,2294.0,RE|NT STABILZED 1 bedroom Available asap WATCH VIDEO,"$2,294

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rent-stabilzed-bedroom/7908449383.html,,
craigslist,14000.0,Captivating S/W top Views*Walls of windows*13 ft. plus ceilings*Oversi,"$14,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-captivating-w-top-viewswalls/7908446013.html,,
craigslist,5420.0,"Sleek City Living – Bright, Modern Apartment","$5,420

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-sleek-city-living-bright/7908444712.html,,
craigslist,4900.0,Spacious City Apartment with Large Windows,"$4,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-city-apartment-with/7908441971.html,,
craigslist,3975.0,GIGANTIC 1 BR or FLEX 2_W 51_LAUNDRY_ROOFDECK_GYM_NO FEE_DO NOT WAIT,"$3,975

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-gigantic-br-or-flex-2w/7908439470.html,,
craigslist,2998.0,"Find Your Light in a Stunning, Luxury Apartment","$2,998

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-find-your-light-in-stunning/7908421272.html,,
craigslist,5200.0,Fantasti Real Chelsea 1 BR - Doorman - Gym - Roof deck and more .....,"$5,200

                        Flatiron",Flatiron,https://newyork.craigslist.org/mnh/apa/d/new-york-fantasti-real-chelsea-br/7908420416.html,,
craigslist,7800.0,Amazing - Bright - Beautiful 2 bedrooms - NO FEE,"$7,800

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-amazing-bright-beautiful/7908420387.html,,
craigslist,9650.0,Large - Real - 3 bedrooms and 3 bathrooms - Doorman - Gym .,"$9,650

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-large-real-bedrooms-and/7908420360.html,,
craigslist,3895.0,Doorman ! Excellent location ! Real !,"$3,895

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-doorman-excellent-location/7908420335.html,,
craigslist,5129.0,Spacious well set 2 bedrooms - Doorman building - NO FEE,"$5,129

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-well-set-bedrooms/7908420097.html,,
craigslist,3450.0,"Luxury Redefined, Spacious Apartment Bathed in Natural Light","$3,450

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-luxury-redefined-spacious/7908419391.html,,
craigslist,2495.0,OFF-MARKET BASEMENT CHELSEA STUDIO DIGS___PRIME LOCATION!,"$2,495

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-off-market-basement-chelsea/7908336617.html,,
craigslist,3995.0,BARGAIN OFF-MARKET SUN LIT C-TOWN 3 BED DIGS___AWESOME FIND!,"$3,995

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-bargain-off-market-sun-lit/7908337208.html,,
craigslist,5195.0,OFF-MARKET BRIGHT WV FLEX 2 BED STUNNER___FULLY LOADED DOORMAN BLDG!,"$5,195

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-off-market-bright-wv-flex-bed/7908336715.html,,
craigslist,3695.0,OFF-MARKET SPACIOUS DIMES SQUARE 2 BED + W/D UNIT___AMAZING LOCATION!,"$3,695

                        Lower East Side",Lower East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-off-market-spacious-dimes/7908337034.html,,
craigslist,4100.0,Harlem's Hidden Jewel ~ Cozy 2br Jem On Quiet Tree-lined Block,"$4,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-harlems-hidden-jewel-cozy-2br/7908411673.html,,
craigslist,5500.0,1 BED FULL SERVICE BULIDING WASHER DRYER IN UNIT,"$5,500

                        Downtown",Downtown,https://newyork.craigslist.org/mnh/apa/d/new-york-bed-full-service-buliding/7908411142.html,,
craigslist,4300.0,DOWNTOWN STUDIO W/D IN UNIT AMAZING VIEWS,"$4,300

                        Downtown",Downtown,https://newyork.craigslist.org/mnh/apa/d/new-york-downtown-studio-d-in-unit/7908410779.html,,
craigslist,5750.0,NO FEE-U WILL❤️THIS APT-GORGEOUS 2BR/2BA-DM/ELV/LNDRY-GIGNTC LIV RM-DW,"$5,750

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-gorgeous/7908404043.html,,
craigslist,3200.0,TOP FLOOR=HIGH CEILINGS=AMAZING CITY VIEWS=LARGE CLOSETS=OPEN SPACE,"$3,200

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorhigh-ceilingsamazing/7908403971.html,,
craigslist,5500.0,COMPLETELY RENOVATED-CONDO FINISHES-TOP FLOOR-OPEN KITCHEN-CLOSETS,"$5,500

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-completely-renovated-condo/7908401738.html,,
craigslist,4500.0,WS=ALL AMENITIES INCLUDED=ECO FRIENDLY LUXURY HIGH RISE,"$4,500

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-wsall-amenities-includedeco/7908399846.html,,
craigslist,7750.0,NO FEE-U WILL❤️THIS APT-3BR/2BA-DM/ELEV/LDRY-GIGNTC LIV RM-W/D UNIT-DW,"$7,750

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-3br-2ba-dm/7908399483.html,,
craigslist,850.0,ROOMS 4 RENT! Phenomenal 4 Bed On 5th ave^ Near 115th!,"$850

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-phenomenal-bed-on/7908393021.html,,
craigslist,4375.0,NEW DEVELOPMENT**WATER VIEW**WALLS ALLOWED**,"$4,375

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-new-developmentwater-viewwalls/7908389222.html,,
craigslist,3958.0,NO FEES**NEW MINT**STELLAR  AMENITIES**W/D IN THE UNIT**,"$3,958

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-no-feesnew-mintstellar/7908388340.html,,
craigslist,4100.0,MASSIVE LAYOUT**750 SQ.F.**ROMMATE ARE WELCOME**FREE AMENITIES**,"$4,100

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-layout750-sqfrommate/7908388194.html,,
craigslist,3630.0,**SWIMMING POOL**LUXURY LIVING**BEST IN FIDI**NO FEE**,"$3,630

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-swimming-poolluxury-livingbest/7908381556.html,,
craigslist,3250.0,mesmerizing apartment in the heard of the battery park city,"$3,250

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-mesmerizing-apartment-in-the/7908378075.html,,
craigslist,2795.0,"NO FEE-U WILL❤️THIS APT-MINT LRG STUDIO ""BIG"" LIV RM-MOD SEP KIT-DW-AC","$2,795

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-mint-lrg/7908368821.html,,
craigslist,2950.0,NO FEE-U WILL❤️THIS APT“MINT”SPACIOUS STUDIO-VIR DM/ELV/LDRY-SEP KI-DW,"$2,950

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis/7908366092.html,,
craigslist,3950.0,NO FEE-U HAV TO❤️UR APT-MINT LG 1BR-ELEV/LNDRY-NICE SZ LIV RM-QN BR-DW,"$3,950

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-hav-tour-apt-mint-lg/7908363089.html,,
craigslist,4650.0,Brand New Full-Amenity Building in Hamilton Heights☀️,"$4,650

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-full-amenity/7908362250.html,,
craigslist,4145.0,"NO FEE Charming and bright, large 2br, lofty, laundry, VIDEO!","$4,145

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-charming-and-bright/7908359618.html,,
craigslist,7600.0,"Gorgeous West Vil townhouse 1br w/huge terrace, VIDEO!","$7,600

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-west-vil-townhouse/7908310703.html,,
craigslist,5650.0,"NO FEE - RS - Gorgeous Chelsea Corner 1br, roofdeck, pool, VIDEO!","$5,650

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-rs-gorgeous-chelsea/7908310646.html,,
craigslist,2095.0,"2 Bedroom, Rent-Stabilized Apartment Only $2,095 in Upper Manhattan","$2,095

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-bedroom-rent-stabilized/7908295876.html,,
craigslist,6995.0,Corner Convertible 4 Bedroom,"$6,995

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-convertible-bedroom/7908292344.html,,
craigslist,4995.0,"NEW DEVELOPMENT, Convertible 3 Bedroom","$4,995

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-new-development-convertible/7908292224.html,,
craigslist,4995.0,"CORNER 3 BED, NEW DEVELOPMENT WITH LAUNDRY","$4,995

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-bed-new-development/7908292145.html,,
craigslist,4995.0,"NEW DEVELOPMENT, Convertible 3 Bedroom, LAUNDRY IN UNIT","$4,995

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-new-development-convertible/7908292082.html,,
craigslist,3595.0,"WATER VIEWS, CONVERTIBLE 2 BEDROOM","$3,595

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-water-views-convertible-bedroom/7908291965.html,,
craigslist,3695.0,Beautifully Renovated 1-Bedroom / 1-Bathroom Apartment,"$3,695

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-beautifully-renovated-bedroom/7908286370.html,,
craigslist,3350.0,Studio with separate kitchen,"$3,350

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-with-separate-kitchen/7908285476.html,,
craigslist,3595.0,"NEW DEVELOPMENT, Convertible 2 Bedroom, LAUNDRY IN UNIT","$3,595

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-new-development-convertible/7908278104.html,,
craigslist,3595.0,"NEW DEVELOPMENT, Convertible 2 Bedroom, LAUNDRY IN UNIT","$3,595

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-new-development-convertible/7908278029.html,,
craigslist,3595.0,"CORNER CONV 2 BED, WINDOWS IN ALL ROOMS","$3,595

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-conv-bed-windows-in-all/7908277865.html,,
craigslist,3095.0,"1 MONTH FREE, NEW DEVELOPMENT!","$3,095

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-month-free-new-development/7908277683.html,,
craigslist,3095.0,"1 MONTH FREE, NEW DEVELOPMENT!","$3,095

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-month-free-new-development/7908277556.html,,
craigslist,3095.0,"1 MONTH FREE, NEW DEVELOPMENT!","$3,095

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-month-free-new-development/7908277255.html,,
craigslist,2695.0,NO FEE studio in clean building,"$2,695

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-studio-in-clean-building/7908237753.html,,
craigslist,2650.0,"Charming studio apartment in a quiet, prime Upper East Side location","$2,650

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-studio-apartment-in/7908233422.html,,
craigslist,3500.0,A Place That Actually Feels Good to Live In,"$3,500

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-place-that-actually-feels-good/7908232427.html,,
craigslist,3000.0,High Rise - Free Month - Modern finishes,"$3,000

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-high-rise-free-month-modern/7908231870.html,,
craigslist,5595.0,Sunny Bright Convertible 3 Bedroom,"$5,595

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-bright-convertible/7908229938.html,,
craigslist,5495.0,Large Bright Convertible 3 Bedroom,"$5,495

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-large-bright-convertible/7908229721.html,,
craigslist,5595.0,Corner Convertible 3 Bedroom,"$5,595

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-convertible-bedroom/7908229605.html,,
craigslist,3850.0,Large Convertible 2 Bedroom,"$3,850

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-large-convertible-bedroom/7908229474.html,,
craigslist,4095.0,Spacious Sunny Convertible 2 Bedroom,"$4,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-sunny-convertible/7908229362.html,,
craigslist,3895.0,Spacious Convertible 2 Bedroom,"$3,895

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-convertible-bedroom/7908229184.html,,
craigslist,3995.0,Sunny Convertible 2 Bedroom,"$3,995

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-convertible-bedroom/7908229030.html,,
craigslist,3095.0,"Alcove Studio, Convertible 1 Bedroom","$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-alcove-studio-convertible/7908228937.html,,
craigslist,3095.0,"Bright, Renovated Studio, Laundry in Unit","$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-renovated-studio/7908228799.html,,
craigslist,3095.0,Large Bright Studio,"$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-large-bright-studio/7908228591.html,,
craigslist,3195.0,"Bright, New, Floor to Ceiling Windows","$3,195

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-new-floor-to-ceiling/7908228463.html,,
