unit_id,property_id,type,amenities,sqft,market_rent
PROP_012_U000,PROP_012,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",680,4442
PROP_012_U001,PROP_012,1BD,"['Laundry', 'Gym']",712,5167
PROP_012_U002,PROP_012,2BD,[],963,2328
PROP_012_U003,PROP_012,1BD,"['Doorman', 'Gym', 'View', 'Laundry']",671,3981
PROP_012_U004,PROP_012,Studio,"['Laundry', 'Doorman', 'View']",458,2588
PROP_012_U005,PROP_012,3BD,"['Laundry', 'View', 'Gym']",1460,5685
PROP_012_U006,PROP_012,Studio,['Laundry'],475,2577
PROP_012_U007,PROP_012,Studio,"['View', 'Gym', 'Laundry', 'Doorman']",460,2012
PROP_012_U008,PROP_012,2BD,"['Laundry', 'View', 'Gym']",930,5178
PROP_012_U009,PROP_012,2BD,[],1024,3283
PROP_012_U010,PROP_012,2BD,"['View', 'Doorman', 'Gym']",1007,3761
PROP_012_U011,PROP_012,2BD,"['Doorman', 'Gym', 'Laundry']",1113,2782
PROP_012_U012,PROP_012,3BD,['Doorman'],1359,3843
PROP_012_U013,PROP_012,Studio,"['Gym', 'Doorman', 'View', 'Laundry']",461,2956
PROP_012_U014,PROP_012,3BD,"['Laundry', 'Gym', 'View']",1436,500
PROP_012_U015,PROP_012,2BD,"['Doorman', 'View', 'Laundry', 'Gym']",980,5301
PROP_012_U016,PROP_012,1BD,[],811,3065
PROP_012_U017,PROP_012,3BD,[],1353,2426
PROP_012_U018,PROP_012,1BD,[],729,2749
PROP_012_U019,PROP_012,2BD,"['View', 'Laundry']",952,5434
PROP_012_U020,PROP_012,2BD,"['Laundry', 'Gym', 'Doorman', 'View']",1024,2994
PROP_012_U021,PROP_012,2BD,['Doorman'],1020,8196
PROP_012_U022,PROP_012,1BD,"['View', 'Laundry', 'Gym', 'Doorman']",822,3824
PROP_012_U023,PROP_012,2BD,[],1030,5569
PROP_012_U024,PROP_012,2BD,"['Laundry', 'Doorman', 'Gym', 'View']",1050,1492
PROP_012_U025,PROP_012,1BD,"['View', 'Gym']",674,5159
PROP_012_U026,PROP_012,3BD,"['Doorman', 'Gym', 'View', 'Laundry']",1442,5530
PROP_012_U027,PROP_012,1BD,"['Doorman', 'Laundry']",641,4221
PROP_012_U028,PROP_012,3BD,"['Doorman', 'Laundry']",1397,6573
PROP_012_U029,PROP_012,2BD,"['Doorman', 'View', 'Gym', 'Laundry']",985,5007
PROP_012_U030,PROP_012,1BD,[],668,1047
PROP_012_U031,PROP_012,2BD,['View'],1054,4293
PROP_012_U032,PROP_012,1BD,['View'],855,3900
PROP_012_U033,PROP_012,1BD,[],758,3304
PROP_012_U034,PROP_012,3BD,['View'],1415,5344
PROP_012_U035,PROP_012,2BD,"['Gym', 'Doorman', 'View', 'Laundry']",931,4293
PROP_012_U036,PROP_012,2BD,"['Doorman', 'Gym', 'View']",977,2707
PROP_012_U037,PROP_012,Studio,"['View', 'Doorman', 'Gym']",541,3806
PROP_012_U038,PROP_012,Studio,"['Laundry', 'Gym']",542,2586
PROP_012_U039,PROP_012,3BD,['Doorman'],1401,4988
PROP_012_U040,PROP_012,2BD,"['Gym', 'Laundry', 'Doorman']",987,5351
PROP_012_U041,PROP_012,3BD,"['Doorman', 'Laundry', 'Gym', 'View']",1384,1200
PROP_012_U042,PROP_012,1BD,"['View', 'Gym', 'Doorman']",737,3917
PROP_012_U043,PROP_012,2BD,"['Doorman', 'Gym']",1012,4020
PROP_012_U044,PROP_012,1BD,"['Gym', 'Laundry']",778,2538
PROP_012_U045,PROP_012,1BD,['View'],788,1968
PROP_012_U046,PROP_012,1BD,"['Laundry', 'Doorman', 'View']",751,4665
PROP_012_U047,PROP_012,2BD,['View'],1007,3234
PROP_012_U048,PROP_012,Studio,"['View', 'Gym', 'Laundry']",464,3047
PROP_012_U049,PROP_012,1BD,"['Gym', 'Laundry', 'View']",631,3391
PROP_012_U050,PROP_012,3BD,[],1359,7169
PROP_012_U051,PROP_012,Studio,[],539,2262
PROP_012_U052,PROP_012,1BD,['View'],777,4991
PROP_012_U053,PROP_012,2BD,[],975,1550
PROP_012_U054,PROP_012,2BD,"['Gym', 'Laundry', 'View']",1068,4793
PROP_012_U055,PROP_012,2BD,"['View', 'Gym', 'Laundry']",948,4324
PROP_012_U056,PROP_012,Studio,"['Gym', 'Doorman', 'Laundry']",556,3978
PROP_012_U057,PROP_012,2BD,"['Gym', 'View', 'Laundry', 'Doorman']",967,4791
PROP_012_U058,PROP_012,1BD,"['View', 'Gym']",728,4472
PROP_012_U059,PROP_012,2BD,"['Gym', 'View', 'Laundry']",1056,4709
PROP_012_U060,PROP_012,1BD,['View'],705,5034
PROP_012_U061,PROP_012,Studio,['Laundry'],466,4267
PROP_012_U062,PROP_012,2BD,"['Doorman', 'View', 'Laundry', 'Gym']",1067,6456
PROP_012_U063,PROP_012,2BD,"['View', 'Doorman', 'Gym']",940,5094
PROP_012_U064,PROP_012,2BD,"['Doorman', 'Laundry', 'View', 'Gym']",989,5054
PROP_012_U065,PROP_012,1BD,[],672,4669
PROP_012_U066,PROP_012,1BD,"['Gym', 'Doorman', 'Laundry', 'View']",783,4715
PROP_012_U067,PROP_012,Studio,[],452,3008
PROP_012_U068,PROP_012,Studio,['Gym'],508,3392
PROP_012_U069,PROP_012,Studio,"['Gym', 'View', 'Laundry', 'Doorman']",503,2453
PROP_012_U070,PROP_012,Studio,"['Gym', 'View', 'Doorman']",467,3974
PROP_012_U071,PROP_012,2BD,"['Laundry', 'Gym']",1060,4398
PROP_012_U072,PROP_012,1BD,[],783,5245
PROP_012_U073,PROP_012,1BD,"['Doorman', 'Laundry', 'Gym', 'View']",734,4645
PROP_012_U074,PROP_012,Studio,[],467,3411
PROP_012_U075,PROP_012,Studio,['Laundry'],585,3992
PROP_012_U076,PROP_012,1BD,[],825,1428
PROP_012_U077,PROP_012,1BD,"['Doorman', 'Gym', 'View', 'Laundry']",722,5516
PROP_012_U078,PROP_012,1BD,"['Doorman', 'Gym', 'Laundry']",773,3748
PROP_012_U079,PROP_012,2BD,[],1026,6573
PROP_012_U080,PROP_012,2BD,[],1024,6705
PROP_012_U081,PROP_012,Studio,"['View', 'Doorman', 'Laundry', 'Gym']",465,3064
PROP_012_U082,PROP_012,1BD,"['Doorman', 'View', 'Gym', 'Laundry']",692,3589
PROP_012_U083,PROP_012,2BD,['Doorman'],985,3449
PROP_012_U084,PROP_012,Studio,"['Doorman', 'View']",420,4507
PROP_012_U085,PROP_012,2BD,"['Gym', 'View']",928,4990
PROP_012_U086,PROP_012,Studio,[],439,2974
PROP_012_U087,PROP_012,Studio,"['Laundry', 'Doorman', 'View', 'Gym']",490,4090
PROP_012_U088,PROP_012,Studio,"['Doorman', 'Laundry', 'View', 'Gym']",542,3293
PROP_012_U089,PROP_012,1BD,"['Doorman', 'Gym']",793,3612
PROP_012_U090,PROP_012,1BD,"['Doorman', 'Laundry']",778,4703
PROP_012_U091,PROP_012,3BD,"['View', 'Gym', 'Laundry']",1321,4340
PROP_012_U092,PROP_012,Studio,[],535,4527
PROP_012_U093,PROP_012,1BD,[],801,4087
PROP_012_U094,PROP_012,1BD,['Gym'],757,2153
PROP_013_U000,PROP_013,1BD,['Gym'],807,4960
PROP_013_U001,PROP_013,1BD,"['Laundry', 'Gym', 'View', 'Doorman']",759,4731
PROP_013_U002,PROP_013,2BD,"['View', 'Laundry']",930,4780
PROP_013_U003,PROP_013,1BD,"['Gym', 'Laundry', 'Doorman', 'View']",728,4749
PROP_013_U004,PROP_013,Studio,"['Doorman', 'Gym', 'Laundry']",352,3861
PROP_013_U005,PROP_013,3BD,"['Doorman', 'Gym', 'View']",1385,500
PROP_013_U006,PROP_013,1BD,"['Doorman', 'Laundry', 'View']",753,3076
PROP_013_U007,PROP_013,2BD,[],1125,5756
PROP_013_U008,PROP_013,1BD,['Gym'],757,2365
PROP_013_U009,PROP_013,2BD,"['Doorman', 'Laundry', 'Gym', 'View']",981,1373
PROP_013_U010,PROP_013,2BD,"['Laundry', 'Gym']",1063,3298
PROP_013_U011,PROP_013,1BD,"['Laundry', 'View', 'Doorman', 'Gym']",732,3134
PROP_013_U012,PROP_013,3BD,"['Laundry', 'Gym', 'Doorman']",1333,1869
PROP_013_U013,PROP_013,1BD,[],757,3045
PROP_013_U014,PROP_013,1BD,"['Doorman', 'View']",760,2098
PROP_013_U015,PROP_013,1BD,"['Doorman', 'View', 'Laundry', 'Gym']",702,1811
PROP_013_U016,PROP_013,1BD,"['Laundry', 'Gym', 'Doorman', 'View']",806,1026
PROP_013_U017,PROP_013,1BD,"['View', 'Gym', 'Doorman', 'Laundry']",718,500
PROP_013_U018,PROP_013,2BD,"['View', 'Doorman']",1001,3993
PROP_013_U019,PROP_013,Studio,"['View', 'Doorman']",538,2159
PROP_013_U020,PROP_013,2BD,"['View', 'Gym', 'Laundry']",1022,4635
PROP_013_U021,PROP_013,Studio,"['Doorman', 'View', 'Laundry', 'Gym']",494,2783
PROP_013_U022,PROP_013,1BD,"['View', 'Doorman']",731,4312
PROP_013_U023,PROP_013,1BD,[],671,3287
PROP_013_U024,PROP_013,1BD,"['Laundry', 'Gym', 'View']",731,3694
PROP_013_U025,PROP_013,1BD,"['View', 'Laundry']",747,3437
PROP_013_U026,PROP_013,3BD,"['Laundry', 'Gym']",1463,3887
PROP_013_U027,PROP_013,1BD,"['View', 'Doorman', 'Laundry']",734,4629
PROP_013_U028,PROP_013,2BD,"['Gym', 'Laundry', 'Doorman']",932,500
PROP_013_U029,PROP_013,2BD,['View'],1052,2760
PROP_013_U030,PROP_013,2BD,[],1067,3036
PROP_013_U031,PROP_013,1BD,"['Doorman', 'Laundry']",734,5340
PROP_013_U032,PROP_013,2BD,[],1028,5492
PROP_013_U033,PROP_013,3BD,"['View', 'Laundry', 'Gym']",1368,2995
PROP_013_U034,PROP_013,2BD,[],1032,3037
PROP_013_U035,PROP_013,1BD,['View'],846,2845
PROP_013_U036,PROP_013,2BD,[],1061,5127
PROP_013_U037,PROP_013,Studio,"['Doorman', 'Gym', 'Laundry', 'View']",499,2403
PROP_014_U000,PROP_014,2BD,"['Gym', 'View', 'Laundry', 'Doorman']",1020,3031
PROP_014_U001,PROP_014,1BD,"['Gym', 'View']",757,6413
PROP_014_U002,PROP_014,1BD,"['Gym', 'View']",792,4792
PROP_014_U003,PROP_014,2BD,"['Gym', 'Doorman']",949,500
PROP_014_U004,PROP_014,3BD,[],1381,5521
PROP_014_U005,PROP_014,3BD,['View'],1444,2595
PROP_014_U006,PROP_014,2BD,[],952,4351
PROP_014_U007,PROP_014,3BD,[],1440,4877
PROP_014_U008,PROP_014,1BD,"['Laundry', 'View']",812,3603
PROP_014_U009,PROP_014,1BD,"['Gym', 'Doorman', 'View', 'Laundry']",766,4921
PROP_014_U010,PROP_014,1BD,"['Gym', 'Doorman', 'View', 'Laundry']",736,4194
PROP_014_U011,PROP_014,1BD,['Laundry'],687,3829
PROP_014_U012,PROP_014,3BD,[],1332,9507
PROP_014_U013,PROP_014,1BD,['Laundry'],780,8417
PROP_014_U014,PROP_014,2BD,[],1025,5602
PROP_014_U015,PROP_014,1BD,"['Doorman', 'View', 'Laundry']",820,6265
PROP_014_U016,PROP_014,2BD,"['Laundry', 'Doorman', 'View', 'Gym']",989,5100
PROP_014_U017,PROP_014,3BD,"['Gym', 'Laundry']",1384,2651
PROP_014_U018,PROP_014,Studio,"['Gym', 'View']",424,3529
PROP_014_U019,PROP_014,Studio,"['Gym', 'Doorman', 'View', 'Laundry']",462,5239
PROP_014_U020,PROP_014,Studio,[],407,5490
PROP_014_U021,PROP_014,Studio,"['View', 'Laundry', 'Doorman', 'Gym']",541,5221
PROP_014_U022,PROP_014,2BD,"['Doorman', 'Gym', 'Laundry']",1007,6589
PROP_014_U023,PROP_014,1BD,"['Gym', 'Doorman', 'View', 'Laundry']",699,6593
PROP_014_U024,PROP_014,Studio,"['Gym', 'View']",488,4338
PROP_014_U025,PROP_014,1BD,"['Doorman', 'Laundry']",717,5603
PROP_014_U026,PROP_014,2BD,"['Gym', 'Laundry', 'Doorman', 'View']",1008,6923
PROP_014_U027,PROP_014,2BD,"['View', 'Doorman', 'Gym', 'Laundry']",1079,3660
PROP_014_U028,PROP_014,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",728,6899
PROP_014_U029,PROP_014,2BD,"['Laundry', 'View', 'Doorman', 'Gym']",979,8000
PROP_014_U030,PROP_014,2BD,['Doorman'],993,5154
PROP_014_U031,PROP_014,1BD,"['View', 'Gym', 'Laundry']",695,5750
PROP_014_U032,PROP_014,2BD,['Laundry'],1007,4866
PROP_014_U033,PROP_014,Studio,[],579,3745
PROP_014_U034,PROP_014,1BD,"['View', 'Laundry', 'Gym', 'Doorman']",819,4303
PROP_014_U035,PROP_014,2BD,"['Laundry', 'Doorman', 'View', 'Gym']",1059,4151
PROP_014_U036,PROP_014,2BD,[],1014,5898
PROP_014_U037,PROP_014,2BD,"['View', 'Doorman', 'Laundry', 'Gym']",1047,7323
PROP_014_U038,PROP_014,3BD,"['View', 'Laundry', 'Gym', 'Doorman']",1370,500
PROP_014_U039,PROP_014,2BD,"['Doorman', 'Laundry']",1064,1829
PROP_014_U040,PROP_014,2BD,"['Laundry', 'Doorman']",1034,2507
PROP_014_U041,PROP_014,Studio,"['Doorman', 'Laundry', 'View']",413,5199
PROP_014_U042,PROP_014,1BD,"['View', 'Doorman', 'Gym', 'Laundry']",719,5175
PROP_014_U043,PROP_014,2BD,"['Laundry', 'Doorman', 'View']",989,2324
PROP_014_U044,PROP_014,1BD,"['View', 'Gym']",784,6275
PROP_015_U000,PROP_015,1BD,"['Laundry', 'Doorman', 'View', 'Gym']",837,4537
PROP_015_U001,PROP_015,1BD,[],714,5102
PROP_015_U002,PROP_015,1BD,[],758,4970
PROP_015_U003,PROP_015,Studio,"['Doorman', 'Gym', 'View', 'Laundry']",450,2762
PROP_015_U004,PROP_015,1BD,"['Gym', 'View', 'Laundry']",790,3941
PROP_015_U005,PROP_015,3BD,"['Doorman', 'Laundry']",1392,5484
PROP_015_U006,PROP_015,1BD,"['View', 'Laundry']",767,4504
PROP_015_U007,PROP_015,1BD,[],791,5300
PROP_015_U008,PROP_015,1BD,[],843,4920
PROP_015_U009,PROP_015,2BD,"['View', 'Gym']",942,4505
PROP_015_U010,PROP_015,Studio,"['Laundry', 'Doorman', 'View']",558,2446
PROP_015_U011,PROP_015,Studio,"['View', 'Laundry', 'Doorman']",507,3719
PROP_015_U012,PROP_015,3BD,"['Doorman', 'Gym', 'Laundry', 'View']",1386,5334
PROP_015_U013,PROP_015,Studio,"['Doorman', 'View', 'Gym']",530,2200
PROP_015_U014,PROP_015,2BD,"['Laundry', 'View', 'Gym', 'Doorman']",980,3017
PROP_015_U015,PROP_015,2BD,"['View', 'Doorman']",938,4806
PROP_015_U016,PROP_015,3BD,['Gym'],1366,6957
PROP_015_U017,PROP_015,1BD,"['Doorman', 'Laundry', 'Gym', 'View']",721,4083
PROP_015_U018,PROP_015,1BD,"['Doorman', 'Laundry', 'View']",695,2778
PROP_015_U019,PROP_015,Studio,"['Gym', 'Laundry', 'View', 'Doorman']",508,3194
PROP_015_U020,PROP_015,1BD,[],789,2690
PROP_015_U021,PROP_015,2BD,"['Laundry', 'View', 'Gym', 'Doorman']",988,4140
PROP_015_U022,PROP_015,Studio,['View'],535,4343
PROP_015_U023,PROP_015,3BD,"['View', 'Laundry', 'Doorman', 'Gym']",1450,2673
PROP_015_U024,PROP_015,3BD,['Gym'],1463,5870
PROP_015_U025,PROP_015,1BD,"['Gym', 'View', 'Doorman']",706,3954
PROP_015_U026,PROP_015,3BD,"['Laundry', 'View']",1296,7140
PROP_015_U027,PROP_015,1BD,"['Gym', 'Doorman', 'Laundry']",794,5056
PROP_015_U028,PROP_015,2BD,"['Doorman', 'Laundry']",981,4202
PROP_015_U029,PROP_015,2BD,[],1025,4251
PROP_015_U030,PROP_015,2BD,['Doorman'],1068,2511
PROP_015_U031,PROP_015,Studio,"['View', 'Gym']",516,3214
PROP_015_U032,PROP_015,2BD,"['Gym', 'View', 'Laundry']",1019,1462
PROP_015_U033,PROP_015,3BD,[],1422,4557
PROP_015_U034,PROP_015,1BD,"['Laundry', 'Doorman', 'Gym']",768,5166
PROP_015_U035,PROP_015,Studio,['Gym'],470,3922
PROP_015_U036,PROP_015,Studio,"['View', 'Laundry']",513,3645
PROP_015_U037,PROP_015,2BD,"['Gym', 'Doorman', 'Laundry', 'View']",991,1718
PROP_015_U038,PROP_015,Studio,"['Gym', 'Laundry', 'Doorman', 'View']",486,3387
PROP_015_U039,PROP_015,1BD,"['Gym', 'Doorman', 'View', 'Laundry']",697,4229
PROP_015_U040,PROP_015,1BD,['Laundry'],797,5489
PROP_015_U041,PROP_015,2BD,[],965,4077
PROP_015_U042,PROP_015,1BD,[],806,3958
PROP_015_U043,PROP_015,1BD,[],778,3294
PROP_015_U044,PROP_015,2BD,"['Doorman', 'Gym', 'View', 'Laundry']",962,6324
PROP_015_U045,PROP_015,3BD,"['Gym', 'Laundry', 'Doorman']",1346,5287
PROP_015_U046,PROP_015,2BD,[],979,4364
PROP_015_U047,PROP_015,1BD,[],744,3403
PROP_015_U048,PROP_015,1BD,"['Doorman', 'Gym', 'Laundry', 'View']",700,5833
PROP_015_U049,PROP_015,1BD,[],720,3508
PROP_015_U050,PROP_015,2BD,"['Doorman', 'View', 'Gym', 'Laundry']",1048,3348
PROP_015_U051,PROP_015,1BD,"['Laundry', 'View']",690,3220
PROP_015_U052,PROP_015,1BD,['Laundry'],726,4378
PROP_015_U053,PROP_015,2BD,[],941,3678
PROP_015_U054,PROP_015,2BD,[],1035,4276
PROP_015_U055,PROP_015,3BD,"['Laundry', 'View', 'Gym']",1374,6040
PROP_015_U056,PROP_015,2BD,"['Gym', 'View', 'Doorman']",973,4091
PROP_015_U057,PROP_015,1BD,"['View', 'Laundry']",729,3540
PROP_015_U058,PROP_015,1BD,[],780,6327
PROP_015_U059,PROP_015,Studio,"['View', 'Gym', 'Doorman', 'Laundry']",448,3122
PROP_015_U060,PROP_015,1BD,"['View', 'Gym', 'Laundry']",773,4521
PROP_015_U061,PROP_015,2BD,[],1038,3247
PROP_015_U062,PROP_015,1BD,"['View', 'Doorman', 'Gym', 'Laundry']",760,4347
PROP_015_U063,PROP_015,3BD,"['Laundry', 'View', 'Doorman', 'Gym']",1438,2533
PROP_015_U064,PROP_015,2BD,[],903,8848
PROP_015_U065,PROP_015,2BD,"['Laundry', 'Doorman']",1013,5042
PROP_015_U066,PROP_015,1BD,"['Doorman', 'Laundry', 'View', 'Gym']",805,4132
PROP_015_U067,PROP_015,1BD,[],794,5232
PROP_015_U068,PROP_015,1BD,"['Doorman', 'View']",781,4247
PROP_015_U069,PROP_015,1BD,['Laundry'],733,5054
PROP_015_U070,PROP_015,Studio,"['Laundry', 'View', 'Gym']",500,3108
PROP_015_U071,PROP_015,3BD,[],1497,5573
PROP_015_U072,PROP_015,1BD,"['View', 'Laundry', 'Doorman', 'Gym']",693,3932
PROP_015_U073,PROP_015,Studio,"['Gym', 'Laundry', 'View']",546,2603
PROP_015_U074,PROP_015,2BD,['Doorman'],1037,500
PROP_015_U075,PROP_015,1BD,"['View', 'Laundry']",754,5202
PROP_015_U076,PROP_015,3BD,[],1381,7112
PROP_015_U077,PROP_015,1BD,['Doorman'],752,2658
PROP_015_U078,PROP_015,1BD,"['View', 'Laundry', 'Doorman']",830,3247
PROP_015_U079,PROP_015,Studio,[],580,3104
PROP_015_U080,PROP_015,2BD,"['View', 'Gym']",945,3899
PROP_015_U081,PROP_015,2BD,"['Laundry', 'Doorman', 'View']",1036,5881
PROP_015_U082,PROP_015,2BD,"['Doorman', 'Gym', 'View', 'Laundry']",1051,4483
PROP_015_U083,PROP_015,1BD,"['View', 'Laundry', 'Gym']",637,1930
PROP_015_U084,PROP_015,1BD,"['Doorman', 'View', 'Gym']",749,5371
PROP_015_U085,PROP_015,Studio,['Laundry'],599,2997
PROP_015_U086,PROP_015,2BD,"['Laundry', 'Gym']",978,5556
PROP_016_U000,PROP_016,3BD,"['View', 'Gym']",1378,929
PROP_016_U001,PROP_016,Studio,['Doorman'],501,3439
PROP_016_U002,PROP_016,3BD,[],1427,1212
PROP_016_U003,PROP_016,2BD,"['Doorman', 'Gym']",959,4479
PROP_016_U004,PROP_016,1BD,[],707,5109
PROP_016_U005,PROP_016,2BD,"['View', 'Laundry', 'Gym']",982,2276
PROP_016_U006,PROP_016,2BD,['Laundry'],929,5872
PROP_016_U007,PROP_016,1BD,['View'],766,3836
PROP_016_U008,PROP_016,2BD,['Doorman'],944,5725
PROP_016_U009,PROP_016,2BD,['Gym'],1018,3750
PROP_016_U010,PROP_016,1BD,"['View', 'Doorman']",781,3079
PROP_016_U011,PROP_016,1BD,"['Doorman', 'Laundry', 'View']",732,5275
PROP_016_U012,PROP_016,1BD,"['View', 'Gym', 'Laundry', 'Doorman']",801,2865
PROP_016_U013,PROP_016,1BD,"['Gym', 'View', 'Laundry', 'Doorman']",828,5337
PROP_016_U014,PROP_016,1BD,"['Gym', 'Doorman']",724,5514
PROP_016_U015,PROP_016,3BD,"['Laundry', 'Gym', 'Doorman']",1468,4877
PROP_016_U016,PROP_016,1BD,"['Laundry', 'Doorman', 'View']",657,4202
PROP_016_U017,PROP_016,Studio,['View'],499,2094
PROP_016_U018,PROP_016,2BD,"['View', 'Gym']",990,6957
PROP_016_U019,PROP_016,Studio,"['Laundry', 'View', 'Gym', 'Doorman']",528,3847
PROP_016_U020,PROP_016,2BD,[],961,3329
PROP_016_U021,PROP_016,2BD,[],888,1897
PROP_016_U022,PROP_016,1BD,"['Laundry', 'View', 'Gym']",831,5181
PROP_016_U023,PROP_016,Studio,"['Laundry', 'Doorman']",463,3314
PROP_016_U024,PROP_016,Studio,[],416,4082
PROP_016_U025,PROP_016,1BD,[],729,1298
PROP_016_U026,PROP_016,3BD,['Laundry'],1265,5011
PROP_016_U027,PROP_016,1BD,[],649,4453
PROP_016_U028,PROP_016,1BD,"['View', 'Laundry', 'Gym']",791,5594
PROP_016_U029,PROP_016,3BD,"['Laundry', 'Gym', 'Doorman']",1414,5746
PROP_016_U030,PROP_016,1BD,['View'],814,4849
PROP_016_U031,PROP_016,2BD,"['Laundry', 'Gym', 'Doorman', 'View']",995,4701
PROP_016_U032,PROP_016,Studio,"['Laundry', 'View', 'Doorman']",459,2077
PROP_016_U033,PROP_016,2BD,"['View', 'Laundry', 'Doorman', 'Gym']",1047,4189
PROP_016_U034,PROP_016,Studio,['View'],505,3179
PROP_016_U035,PROP_016,1BD,[],766,3957
PROP_016_U036,PROP_016,1BD,['Laundry'],790,4667
PROP_016_U037,PROP_016,3BD,[],1500,2762
PROP_016_U038,PROP_016,1BD,"['Doorman', 'Laundry']",741,3363
PROP_016_U039,PROP_016,Studio,"['View', 'Gym', 'Doorman', 'Laundry']",499,2956
PROP_016_U040,PROP_016,2BD,"['Doorman', 'Gym']",932,7222
PROP_016_U041,PROP_016,1BD,"['Laundry', 'Doorman', 'View']",708,4346
PROP_016_U042,PROP_016,Studio,[],581,2829
PROP_016_U043,PROP_016,Studio,[],554,2287
PROP_016_U044,PROP_016,2BD,"['Gym', 'View', 'Laundry']",1043,2942
PROP_016_U045,PROP_016,1BD,"['Gym', 'Doorman', 'View']",734,3519
PROP_016_U046,PROP_016,1BD,"['Gym', 'View', 'Laundry']",721,5793
PROP_016_U047,PROP_016,2BD,"['Gym', 'Laundry', 'View', 'Doorman']",1005,6301
PROP_016_U048,PROP_016,1BD,['Doorman'],806,5334
PROP_016_U049,PROP_016,2BD,[],1021,5634
PROP_016_U050,PROP_016,Studio,"['Gym', 'View', 'Doorman']",482,3921
PROP_016_U051,PROP_016,1BD,[],727,4770
PROP_016_U052,PROP_016,2BD,['Laundry'],1027,5457
PROP_016_U053,PROP_016,2BD,[],1026,7627
PROP_016_U054,PROP_016,3BD,['Gym'],1376,6121
PROP_016_U055,PROP_016,1BD,[],912,4654
PROP_016_U056,PROP_016,1BD,['Gym'],711,4360
PROP_016_U057,PROP_016,1BD,['Doorman'],795,5349
PROP_016_U058,PROP_016,2BD,"['Doorman', 'View']",939,2979
PROP_016_U059,PROP_016,Studio,"['Gym', 'Doorman']",562,3264
PROP_016_U060,PROP_016,2BD,"['Gym', 'View']",1051,3097
PROP_016_U061,PROP_016,1BD,['Doorman'],796,3188
PROP_016_U062,PROP_016,Studio,[],501,2971
PROP_016_U063,PROP_016,1BD,"['Doorman', 'Laundry', 'Gym']",781,5688
PROP_016_U064,PROP_016,1BD,"['Doorman', 'View', 'Laundry', 'Gym']",782,5708
PROP_016_U065,PROP_016,Studio,"['Doorman', 'View']",446,2997
PROP_016_U066,PROP_016,2BD,"['View', 'Doorman', 'Gym', 'Laundry']",948,4437
PROP_016_U067,PROP_016,2BD,"['Gym', 'Doorman', 'Laundry', 'View']",989,2972
PROP_016_U068,PROP_016,Studio,[],434,3629
PROP_016_U069,PROP_016,2BD,[],992,4177
PROP_016_U070,PROP_016,1BD,[],704,2286
PROP_016_U071,PROP_016,1BD,['Doorman'],726,2912
PROP_016_U072,PROP_016,Studio,[],525,3486
PROP_016_U073,PROP_016,1BD,['Doorman'],818,4963
PROP_016_U074,PROP_016,1BD,"['Gym', 'View', 'Laundry', 'Doorman']",753,5730
PROP_016_U075,PROP_016,1BD,"['View', 'Doorman', 'Gym']",789,2425
PROP_016_U076,PROP_016,Studio,['Gym'],484,3338
PROP_016_U077,PROP_016,3BD,['Gym'],1416,4793
PROP_016_U078,PROP_016,1BD,"['View', 'Laundry']",699,6511
PROP_016_U079,PROP_016,1BD,"['Gym', 'View', 'Doorman']",819,2380
PROP_016_U080,PROP_016,2BD,[],1063,4869
PROP_016_U081,PROP_016,Studio,"['Laundry', 'View', 'Doorman', 'Gym']",414,2613
PROP_016_U082,PROP_016,2BD,"['Gym', 'View', 'Laundry']",964,5105
PROP_016_U083,PROP_016,2BD,"['Laundry', 'Gym']",935,6684
PROP_016_U084,PROP_016,1BD,"['Laundry', 'Gym']",806,4527
PROP_016_U085,PROP_016,2BD,"['Laundry', 'Doorman']",1060,3603
PROP_016_U086,PROP_016,2BD,['Gym'],1040,4664
PROP_016_U087,PROP_016,Studio,"['Doorman', 'View', 'Gym', 'Laundry']",519,2208
PROP_016_U088,PROP_016,Studio,[],429,3902
PROP_016_U089,PROP_016,2BD,"['Laundry', 'Doorman', 'Gym', 'View']",1071,3636
PROP_016_U090,PROP_016,2BD,"['Doorman', 'Gym']",1027,1420
PROP_016_U091,PROP_016,1BD,['Laundry'],736,3564
PROP_016_U092,PROP_016,Studio,['Laundry'],496,3889
PROP_016_U093,PROP_016,1BD,['Gym'],726,5115
PROP_016_U094,PROP_016,1BD,"['Doorman', 'Laundry', 'View', 'Gym']",696,4605
PROP_017_U000,PROP_017,1BD,"['Laundry', 'Gym', 'View']",757,6357
PROP_017_U001,PROP_017,1BD,"['Laundry', 'Gym']",728,6942
PROP_017_U002,PROP_017,1BD,[],732,7602
PROP_017_U003,PROP_017,3BD,['Gym'],1348,6532
PROP_017_U004,PROP_017,1BD,['View'],726,6450
PROP_017_U005,PROP_017,1BD,[],733,4489
PROP_017_U006,PROP_017,2BD,[],1100,3546
PROP_017_U007,PROP_017,1BD,['Gym'],712,4882
PROP_017_U008,PROP_017,1BD,"['Doorman', 'View', 'Gym', 'Laundry']",642,5088
PROP_017_U009,PROP_017,1BD,[],833,6892
PROP_017_U010,PROP_017,2BD,"['Doorman', 'Laundry']",1040,6599
PROP_017_U011,PROP_017,1BD,['Laundry'],738,3873
PROP_017_U012,PROP_017,2BD,"['View', 'Doorman', 'Laundry']",987,6082
