unit_id,property_id,unit_number,type,sqft,market_rent,status
PROP_014_U009,PROP_014,509,3B2B,1189,1757,Vacant
PROP_014_U010,PROP_014,610,Studio,458,861,Vacant
PROP_014_U011,PROP_014,511,1B1B,737,1076,Vacant
PROP_014_U012,PROP_014,312,2B2B,1186,1518,Vacant
PROP_014_U013,PROP_014,613,2B1B,994,1246,Vacant
PROP_014_U014,PROP_014,114,2B2B,1174,1446,Vacant
PROP_015_U000,PROP_015,500,2B2B,1194,1185,Vacant
PROP_015_U001,PROP_015,301,Studio,575,654,Vacant
PROP_015_U002,PROP_015,502,Studio,520,695,Vacant
PROP_015_U003,PROP_015,203,2B2B,972,1021,Vacant
PROP_015_U004,PROP_015,1004,Studio,423,581,Vacant
PROP_015_U005,PROP_015,205,2B1B,811,1000,Vacant
PROP_015_U006,PROP_015,1006,2B2B,1039,1193,Vacant
PROP_015_U007,PROP_015,507,3B2B,1374,1304,Vacant
PROP_015_U008,PROP_015,808,2B2B,1157,1079,Vacant
PROP_015_U009,PROP_015,909,2B2B,1009,1072,Vacant
PROP_015_U010,PROP_015,610,1B1B,614,840,Vacant
PROP_015_U011,PROP_015,1011,1B1B,685,771,Vacant
PROP_015_U012,PROP_015,212,Studio,555,631,Vacant
PROP_015_U013,PROP_015,1013,2B1B,949,1128,Vacant
PROP_015_U014,PROP_015,414,2B2B,1088,1023,Vacant
PROP_015_U015,PROP_015,515,Studio,593,600,Vacant
PROP_015_U016,PROP_015,216,2B2B,956,1217,Vacant
PROP_015_U017,PROP_015,517,2B2B,992,1014,Vacant
PROP_015_U018,PROP_015,918,1B1B,645,824,Vacant
PROP_015_U019,PROP_015,419,3B2B,1246,1408,Vacant
PROP_015_U020,PROP_015,1020,1B1B,649,750,Vacant
PROP_015_U021,PROP_015,121,2B1B,851,1079,Vacant
PROP_015_U022,PROP_015,122,1B1B,702,811,Vacant
PROP_015_U023,PROP_015,823,3B2B,1384,1317,Vacant
PROP_015_U024,PROP_015,524,1B1B,615,844,Vacant
PROP_015_U025,PROP_015,825,2B1B,945,1138,Vacant
PROP_015_U026,PROP_015,426,3B2B,1169,1303,Vacant
PROP_015_U027,PROP_015,227,2B1B,847,1019,Vacant
PROP_015_U028,PROP_015,428,Studio,437,697,Vacant
PROP_015_U029,PROP_015,729,1B1B,623,761,Vacant
PROP_015_U030,PROP_015,230,Studio,571,645,Vacant
PROP_015_U031,PROP_015,1031,Studio,549,605,Vacant
PROP_015_U032,PROP_015,932,Studio,434,660,Vacant
PROP_015_U033,PROP_015,733,Studio,416,581,Vacant
PROP_015_U034,PROP_015,334,3B2B,1409,1367,Vacant
PROP_015_U035,PROP_015,835,Studio,427,579,Vacant
PROP_015_U036,PROP_015,536,2B1B,963,957,Vacant
PROP_015_U037,PROP_015,537,Studio,586,601,Vacant
PROP_015_U038,PROP_015,138,2B2B,1085,1099,Vacant
PROP_015_U039,PROP_015,239,1B1B,676,842,Vacant
PROP_015_U040,PROP_015,240,Studio,550,663,Vacant
PROP_015_U041,PROP_015,541,3B2B,1412,1472,Vacant
PROP_015_U042,PROP_015,242,3B2B,1431,1308,Vacant
PROP_015_U043,PROP_015,943,2B1B,883,964,Vacant
PROP_015_U044,PROP_015,344,2B1B,999,1072,Vacant
PROP_015_U045,PROP_015,645,2B1B,938,1079,Vacant
PROP_016_U000,PROP_016,500,2B1B,886,1876,Vacant
PROP_016_U001,PROP_016,101,Studio,527,1300,Vacant
PROP_016_U002,PROP_016,102,1B1B,634,1415,Vacant
PROP_016_U003,PROP_016,203,3B2B,1211,2730,Vacant
PROP_016_U004,PROP_016,904,2B2B,1163,2302,Vacant
PROP_016_U005,PROP_016,105,3B2B,1387,2467,Vacant
PROP_016_U006,PROP_016,906,3B2B,1153,2472,Vacant
PROP_016_U007,PROP_016,507,Studio,564,1212,Vacant
PROP_016_U008,PROP_016,808,2B1B,926,2103,Vacant
PROP_016_U009,PROP_016,609,2B1B,877,1791,Vacant
PROP_016_U010,PROP_016,1010,1B1B,654,1501,Vacant
PROP_016_U011,PROP_016,611,Studio,592,1284,Vacant
PROP_016_U012,PROP_016,112,2B1B,886,1855,Vacant
PROP_016_U013,PROP_016,1013,Studio,447,1120,Vacant
PROP_016_U014,PROP_016,514,Studio,454,1193,Vacant
PROP_016_U015,PROP_016,415,2B1B,986,2003,Vacant
PROP_016_U016,PROP_016,516,3B2B,1487,2338,Vacant
PROP_016_U017,PROP_016,717,2B2B,1118,2199,Vacant
PROP_016_U018,PROP_016,118,3B2B,1335,2610,Vacant
PROP_016_U019,PROP_016,219,2B1B,923,1924,Vacant
PROP_016_U020,PROP_016,420,Studio,480,1197,Vacant
PROP_016_U021,PROP_016,921,2B1B,873,2002,Vacant
PROP_016_U022,PROP_016,822,Studio,555,1226,Vacant
PROP_016_U023,PROP_016,123,2B2B,1127,2228,Vacant
PROP_016_U024,PROP_016,724,Studio,529,1155,Vacant
PROP_016_U025,PROP_016,425,2B1B,869,1937,Vacant
PROP_016_U026,PROP_016,726,3B2B,1226,2452,Vacant
PROP_016_U027,PROP_016,1027,3B2B,1340,2549,Vacant
PROP_016_U028,PROP_016,828,Studio,459,1262,Vacant
PROP_016_U029,PROP_016,129,2B2B,976,2016,Vacant
PROP_016_U030,PROP_016,630,2B2B,1066,2189,Vacant
PROP_016_U031,PROP_016,1031,3B2B,1188,2707,Vacant
PROP_016_U032,PROP_016,432,1B1B,759,1370,Vacant
PROP_016_U033,PROP_016,833,2B1B,941,1860,Vacant
PROP_016_U034,PROP_016,234,Studio,422,1302,Vacant
PROP_016_U035,PROP_016,335,1B1B,797,1579,Vacant
PROP_016_U036,PROP_016,936,3B2B,1137,2529,Vacant
PROP_016_U037,PROP_016,737,Studio,532,1318,Vacant
PROP_016_U038,PROP_016,1038,3B2B,1200,2702,Vacant
PROP_016_U039,PROP_016,939,2B2B,964,2085,Vacant
PROP_016_U040,PROP_016,240,2B2B,1108,2072,Vacant
PROP_016_U041,PROP_016,441,3B2B,1379,2318,Vacant
PROP_016_U042,PROP_016,942,3B2B,1161,2482,Vacant
PROP_016_U043,PROP_016,243,Studio,451,1258,Vacant
PROP_016_U044,PROP_016,444,1B1B,669,1598,Vacant
PROP_016_U045,PROP_016,545,Studio,524,1255,Vacant
PROP_016_U046,PROP_016,546,2B1B,916,2048,Vacant
PROP_016_U047,PROP_016,347,1B1B,789,1629,Vacant
PROP_016_U048,PROP_016,948,2B2B,1178,2107,Vacant
PROP_016_U049,PROP_016,949,1B1B,655,1620,Vacant
PROP_016_U050,PROP_016,250,2B2B,962,2175,Vacant
PROP_016_U051,PROP_016,851,2B2B,1094,2170,Vacant
PROP_016_U052,PROP_016,152,3B2B,1140,2544,Vacant
PROP_016_U053,PROP_016,253,2B2B,1177,2143,Vacant
PROP_016_U054,PROP_016,354,3B2B,1125,2321,Vacant
PROP_016_U055,PROP_016,455,3B2B,1131,2453,Vacant
PROP_016_U056,PROP_016,156,2B1B,946,2038,Vacant
PROP_016_U057,PROP_016,957,2B2B,1094,2059,Vacant
PROP_017_U000,PROP_017,500,3B2B,1487,1250,Vacant
PROP_017_U001,PROP_017,201,2B2B,1109,1021,Vacant
PROP_017_U002,PROP_017,202,2B1B,871,953,Vacant
PROP_017_U003,PROP_017,303,Studio,515,608,Vacant
PROP_017_U004,PROP_017,604,2B1B,971,1139,Vacant
PROP_017_U005,PROP_017,705,Studio,430,683,Vacant
PROP_017_U006,PROP_017,506,2B1B,858,1034,Vacant
PROP_017_U007,PROP_017,907,2B2B,995,1016,Vacant
PROP_017_U008,PROP_017,1008,2B1B,972,1051,Vacant
PROP_017_U009,PROP_017,1009,3B2B,1373,1413,Vacant
PROP_017_U010,PROP_017,1010,2B1B,969,1041,Vacant
PROP_017_U011,PROP_017,811,2B1B,839,1021,Vacant
PROP_017_U012,PROP_017,112,3B2B,1284,1266,Vacant
PROP_017_U013,PROP_017,713,2B2B,957,1033,Vacant
PROP_017_U014,PROP_017,714,Studio,414,581,Vacant
PROP_017_U015,PROP_017,915,3B2B,1224,1379,Vacant
PROP_017_U016,PROP_017,916,2B2B,1041,1009,Vacant
PROP_017_U017,PROP_017,1017,2B2B,1199,1101,Vacant
PROP_017_U018,PROP_017,818,1B1B,662,862,Vacant
PROP_017_U019,PROP_017,419,1B1B,608,818,Vacant
PROP_017_U020,PROP_017,420,2B1B,932,999,Vacant
PROP_017_U021,PROP_017,421,2B1B,820,1104,Vacant
PROP_017_U022,PROP_017,122,3B2B,1387,1348,Vacant
PROP_017_U023,PROP_017,423,2B1B,941,1020,Vacant
PROP_017_U024,PROP_017,524,3B2B,1118,1339,Vacant
PROP_017_U025,PROP_017,925,2B1B,889,1060,Vacant
PROP_017_U026,PROP_017,126,2B2B,1003,1179,Vacant
PROP_017_U027,PROP_017,927,2B2B,1092,1144,Vacant
PROP_017_U028,PROP_017,528,1B1B,623,797,Vacant
PROP_017_U029,PROP_017,129,2B2B,1031,1149,Vacant
PROP_017_U030,PROP_017,830,2B1B,819,996,Vacant
PROP_017_U031,PROP_017,131,Studio,576,654,Vacant
PROP_017_U032,PROP_017,132,2B1B,976,1127,Vacant
PROP_017_U033,PROP_017,833,3B2B,1483,1225,Vacant
PROP_017_U034,PROP_017,934,Studio,587,639,Vacant
PROP_017_U035,PROP_017,435,2B2B,1170,1099,Vacant
PROP_017_U036,PROP_017,136,1B1B,653,824,Vacant
PROP_017_U037,PROP_017,1037,Studio,467,620,Vacant
PROP_017_U038,PROP_017,138,2B1B,852,1036,Vacant
PROP_017_U039,PROP_017,439,1B1B,617,833,Vacant
PROP_017_U040,PROP_017,740,2B1B,918,1105,Vacant
PROP_017_U041,PROP_017,641,2B1B,822,955,Vacant
PROP_017_U042,PROP_017,1042,2B2B,1025,1220,Vacant
PROP_017_U043,PROP_017,1043,2B2B,972,1201,Vacant
PROP_017_U044,PROP_017,544,1B1B,722,816,Vacant
PROP_017_U045,PROP_017,845,2B2B,1106,1116,Vacant
PROP_017_U046,PROP_017,246,3B2B,1365,1476,Vacant
PROP_017_U047,PROP_017,147,1B1B,726,809,Vacant
PROP_017_U048,PROP_017,748,1B1B,645,788,Vacant
PROP_017_U049,PROP_017,749,2B1B,802,1047,Vacant
PROP_017_U050,PROP_017,550,1B1B,752,820,Vacant
PROP_017_U051,PROP_017,651,2B2B,979,1177,Vacant
PROP_017_U052,PROP_017,852,2B1B,875,1063,Vacant
PROP_017_U053,PROP_017,553,3B2B,1262,1388,Vacant
PROP_017_U054,PROP_017,554,Studio,542,668,Vacant
PROP_017_U055,PROP_017,855,3B2B,1334,1406,Vacant
PROP_017_U056,PROP_017,156,3B2B,1368,1331,Vacant
PROP_017_U057,PROP_017,857,1B1B,704,739,Vacant
PROP_017_U058,PROP_017,658,2B1B,972,1059,Vacant
PROP_017_U059,PROP_017,959,2B1B,966,1114,Vacant
PROP_017_U060,PROP_017,960,2B2B,1173,1065,Vacant
PROP_017_U061,PROP_017,561,Studio,561,649,Vacant
PROP_017_U062,PROP_017,562,1B1B,725,877,Vacant
PROP_017_U063,PROP_017,663,2B2B,1053,1172,Vacant
PROP_017_U064,PROP_017,864,1B1B,645,848,Vacant
PROP_017_U065,PROP_017,465,3B2B,1348,1444,Vacant
PROP_017_U066,PROP_017,866,2B1B,883,941,Vacant
PROP_017_U067,PROP_017,467,Studio,540,700,Vacant
PROP_017_U068,PROP_017,768,2B2B,1123,1089,Vacant
PROP_017_U069,PROP_017,269,Studio,563,604,Vacant
PROP_017_U070,PROP_017,1070,2B2B,990,1172,Vacant
PROP_018_U000,PROP_018,700,2B2B,1149,1222,Vacant
PROP_018_U001,PROP_018,701,2B2B,1200,1224,Vacant
PROP_018_U002,PROP_018,1002,3B2B,1454,1481,Vacant
PROP_018_U003,PROP_018,803,2B2B,1151,1213,Vacant
PROP_018_U004,PROP_018,704,3B2B,1429,1458,Vacant
PROP_018_U005,PROP_018,1005,2B1B,966,1113,Vacant
PROP_018_U006,PROP_018,106,1B1B,642,767,Vacant
PROP_018_U007,PROP_018,1007,1B1B,638,836,Vacant
PROP_018_U008,PROP_018,408,1B1B,752,767,Vacant
PROP_018_U009,PROP_018,709,3B2B,1398,1433,Vacant
PROP_018_U010,PROP_018,110,3B2B,1347,1434,Vacant
PROP_018_U011,PROP_018,411,1B1B,787,735,Vacant
PROP_018_U012,PROP_018,712,Studio,572,611,Vacant
PROP_018_U013,PROP_018,113,2B1B,818,1102,Vacant
PROP_018_U014,PROP_018,714,3B2B,1259,1285,Vacant
PROP_018_U015,PROP_018,1015,2B1B,910,1129,Vacant
PROP_018_U016,PROP_018,316,2B2B,1053,1024,Vacant
PROP_018_U017,PROP_018,617,3B2B,1104,1478,Vacant
PROP_018_U018,PROP_018,218,2B1B,955,1114,Vacant
PROP_018_U019,PROP_018,219,2B2B,1194,1205,Vacant
PROP_018_U020,PROP_018,320,2B1B,903,1032,Vacant
PROP_018_U021,PROP_018,321,3B2B,1115,1295,Vacant
PROP_018_U022,PROP_018,1022,2B2B,1192,1057,Vacant
PROP_018_U023,PROP_018,1023,2B1B,874,1075,Vacant
PROP_018_U024,PROP_018,324,2B1B,848,990,Vacant
PROP_018_U025,PROP_018,325,1B1B,708,872,Vacant
PROP_018_U026,PROP_018,1026,3B2B,1268,1410,Vacant
PROP_018_U027,PROP_018,1027,1B1B,793,793,Vacant
PROP_018_U028,PROP_018,728,1B1B,689,770,Vacant
PROP_018_U029,PROP_018,429,3B2B,1144,1263,Vacant
PROP_018_U030,PROP_018,430,1B1B,699,834,Vacant
PROP_018_U031,PROP_018,231,2B2B,954,1144,Vacant
PROP_018_U032,PROP_018,432,2B2B,1003,1181,Vacant
PROP_018_U033,PROP_018,833,3B2B,1470,1241,Vacant
PROP_018_U034,PROP_018,234,3B2B,1324,1357,Vacant
PROP_018_U035,PROP_018,735,3B2B,1311,1487,Vacant
PROP_018_U036,PROP_018,736,Studio,484,670,Vacant
PROP_018_U037,PROP_018,637,3B2B,1405,1495,Vacant
PROP_018_U038,PROP_018,538,3B2B,1170,1415,Vacant
PROP_018_U039,PROP_018,739,2B2B,1047,1167,Vacant
PROP_018_U040,PROP_018,240,3B2B,1195,1440,Vacant
PROP_018_U041,PROP_018,641,1B1B,608,724,Vacant
PROP_018_U042,PROP_018,142,2B2B,1124,1070,Vacant
PROP_018_U043,PROP_018,1043,1B1B,763,848,Vacant
PROP_018_U044,PROP_018,744,3B2B,1319,1371,Vacant
PROP_018_U045,PROP_018,245,Studio,494,693,Vacant
PROP_018_U046,PROP_018,746,2B2B,1007,1153,Vacant
PROP_018_U047,PROP_018,847,2B1B,988,1049,Vacant
PROP_018_U048,PROP_018,648,Studio,434,616,Vacant
PROP_018_U049,PROP_018,949,2B1B,936,978,Vacant
PROP_018_U050,PROP_018,150,1B1B,611,854,Vacant
PROP_018_U051,PROP_018,551,2B2B,1018,1229,Vacant
PROP_018_U052,PROP_018,852,3B2B,1431,1283,Vacant
PROP_018_U053,PROP_018,153,2B1B,800,1007,Vacant
PROP_018_U054,PROP_018,454,3B2B,1262,1389,Vacant
PROP_018_U055,PROP_018,355,2B2B,1150,1138,Vacant
PROP_018_U056,PROP_018,156,2B2B,1026,1171,Vacant
PROP_018_U057,PROP_018,257,3B2B,1151,1398,Vacant
PROP_018_U058,PROP_018,358,3B2B,1287,1234,Vacant
PROP_018_U059,PROP_018,559,2B2B,1058,1175,Vacant
PROP_018_U060,PROP_018,1060,1B1B,715,845,Vacant
PROP_018_U061,PROP_018,961,2B1B,928,1098,Vacant
PROP_018_U062,PROP_018,262,3B2B,1388,1330,Vacant
PROP_018_U063,PROP_018,363,Studio,588,655,Vacant
PROP_018_U064,PROP_018,964,2B1B,883,1125,Vacant
PROP_018_U065,PROP_018,465,2B1B,880,964,Vacant
PROP_018_U066,PROP_018,466,1B1B,747,836,Vacant
PROP_018_U067,PROP_018,267,3B2B,1128,1464,Vacant
PROP_018_U068,PROP_018,168,3B2B,1222,1231,Vacant
PROP_018_U069,PROP_018,469,1B1B,633,766,Vacant
PROP_018_U070,PROP_018,170,1B1B,765,766,Vacant
PROP_018_U071,PROP_018,771,2B1B,1000,1084,Vacant
PROP_018_U072,PROP_018,472,2B2B,1005,1200,Vacant
PROP_018_U073,PROP_018,873,1B1B,704,871,Vacant
PROP_018_U074,PROP_018,174,1B1B,728,797,Vacant
PROP_018_U075,PROP_018,875,1B1B,746,792,Vacant
PROP_018_U076,PROP_018,476,1B1B,623,765,Vacant
PROP_018_U077,PROP_018,877,3B2B,1417,1360,Vacant
PROP_018_U078,PROP_018,278,2B2B,1158,1032,Vacant
PROP_018_U079,PROP_018,379,Studio,400,589,Vacant
PROP_018_U080,PROP_018,780,2B2B,1070,1088,Vacant
PROP_018_U081,PROP_018,681,2B1B,915,991,Vacant
PROP_018_U082,PROP_018,1082,1B1B,682,838,Vacant
PROP_018_U083,PROP_018,583,3B2B,1471,1367,Vacant
PROP_018_U084,PROP_018,184,3B2B,1467,1276,Vacant
PROP_018_U085,PROP_018,285,Studio,400,667,Vacant
PROP_018_U086,PROP_018,786,Studio,405,692,Vacant
PROP_018_U087,PROP_018,387,3B2B,1288,1374,Vacant
PROP_018_U088,PROP_018,1088,2B2B,1093,1030,Vacant
PROP_018_U089,PROP_018,389,1B1B,622,783,Vacant
PROP_019_U000,PROP_019,100,1B1B,797,1066,Vacant
PROP_019_U001,PROP_019,801,Studio,534,865,Vacant
PROP_019_U002,PROP_019,902,Studio,589,834,Vacant
PROP_019_U003,PROP_019,1003,2B2B,988,1317,Vacant
PROP_019_U004,PROP_019,404,2B1B,965,1337,Vacant
PROP_019_U005,PROP_019,905,1B1B,690,1005,Vacant
PROP_019_U006,PROP_019,1006,2B1B,888,1174,Vacant
PROP_019_U007,PROP_019,907,Studio,586,757,Vacant
PROP_019_U008,PROP_019,408,Studio,464,783,Vacant
PROP_019_U009,PROP_019,609,2B2B,1054,1408,Vacant
PROP_019_U010,PROP_019,510,2B1B,966,1226,Vacant
PROP_019_U011,PROP_019,711,1B1B,605,1098,Vacant
PROP_019_U012,PROP_019,412,2B2B,1091,1517,Vacant
PROP_019_U013,PROP_019,413,Studio,532,756,Vacant
PROP_019_U014,PROP_019,214,3B2B,1172,1666,Vacant
PROP_019_U015,PROP_019,715,Studio,577,868,Vacant
PROP_019_U016,PROP_019,816,2B2B,1177,1487,Vacant
PROP_019_U017,PROP_019,917,3B2B,1260,1704,Vacant
PROP_019_U018,PROP_019,518,1B1B,642,1055,Vacant
PROP_019_U019,PROP_019,219,1B1B,660,968,Vacant
PROP_019_U020,PROP_019,820,2B2B,1001,1477,Vacant
PROP_019_U021,PROP_019,521,1B1B,709,1027,Vacant
PROP_019_U022,PROP_019,622,Studio,538,827,Vacant
PROP_019_U023,PROP_019,623,2B2B,1148,1416,Vacant
PROP_019_U024,PROP_019,724,2B2B,993,1311,Vacant
PROP_019_U025,PROP_019,525,3B2B,1491,1669,Vacant
PROP_019_U026,PROP_019,126,1B1B,677,920,Vacant
PROP_019_U027,PROP_019,627,Studio,585,862,Vacant
PROP_019_U028,PROP_019,328,3B2B,1397,1813,Vacant
PROP_019_U029,PROP_019,1029,Studio,446,735,Vacant
PROP_019_U030,PROP_019,330,1B1B,675,1029,Vacant
PROP_019_U031,PROP_019,231,2B1B,952,1301,Vacant
PROP_019_U032,PROP_019,732,3B2B,1483,1649,Vacant
PROP_019_U033,PROP_019,633,2B2B,1176,1442,Vacant
PROP_019_U034,PROP_019,834,1B1B,730,936,Vacant
PROP_019_U035,PROP_019,135,3B2B,1386,1551,Vacant
PROP_019_U036,PROP_019,1036,2B2B,1048,1505,Vacant
PROP_019_U037,PROP_019,137,Studio,466,807,Vacant
PROP_019_U038,PROP_019,338,2B2B,1086,1277,Vacant
PROP_019_U039,PROP_019,439,2B2B,1055,1505,Vacant
PROP_019_U040,PROP_019,740,Studio,476,870,Vacant
PROP_019_U041,PROP_019,341,2B1B,885,1338,Vacant
PROP_019_U042,PROP_019,1042,3B2B,1460,1719,Vacant
PROP_019_U043,PROP_019,243,2B2B,1106,1453,Vacant
PROP_019_U044,PROP_019,944,2B2B,1082,1280,Vacant
PROP_019_U045,PROP_019,445,1B1B,756,921,Vacant
PROP_019_U046,PROP_019,946,3B2B,1433,1702,Vacant
PROP_019_U047,PROP_019,1047,2B2B,1191,1404,Vacant
PROP_019_U048,PROP_019,448,1B1B,753,1087,Vacant
PROP_019_U049,PROP_019,949,3B2B,1153,1667,Vacant
PROP_019_U050,PROP_019,450,1B1B,677,1042,Vacant
PROP_019_U051,PROP_019,651,1B1B,787,1070,Vacant
PROP_019_U052,PROP_019,252,1B1B,636,910,Vacant
PROP_019_U053,PROP_019,753,Studio,564,733,Vacant
PROP_019_U054,PROP_019,754,Studio,509,771,Vacant
PROP_019_U055,PROP_019,155,3B2B,1152,1717,Vacant
PROP_019_U056,PROP_019,1056,3B2B,1326,1841,Vacant
PROP_019_U057,PROP_019,957,1B1B,786,1012,Vacant
PROP_019_U058,PROP_019,558,3B2B,1410,1772,Vacant
PROP_019_U059,PROP_019,459,2B2B,1089,1499,Vacant
PROP_019_U060,PROP_019,660,2B2B,993,1417,Vacant
PROP_019_U061,PROP_019,761,1B1B,790,1088,Vacant
PROP_019_U062,PROP_019,762,3B2B,1403,1572,Vacant
PROP_019_U063,PROP_019,763,Studio,538,822,Vacant
